TT,Danh_Gia,Chat_Luong_Tai_Xe,Thoi_Gian_vs_Du_Kien
22563,satisfied,3,-11.5625
22564,dissatisfied,1,-12.5
22565,dissatisfied,1,-11.5625
22566,satisfied,6,-10.3125
22567,dissatisfied,1,-11.40625
22568,satisfied,7,-11.875
22569,satisfied,6,-11.5625
22570,dissatisfied,1,-11.5625
22571,satisfied,5,-11.5625
22572,dissatisfied,1,-11.5625
22573,dissatisfied,1,-11.5625
22574,dissatisfied,1,-11.5625
22575,satisfied,7,-11.5625
22576,dissatisfied,1,-10.0
22577,satisfied,4,-14.53125
22578,satisfied,4,-11.5625
22579,satisfied,6,-12.5
22580,dissatisfied,1,-13.90625
22581,satisfied,7,-11.5625
22582,satisfied,5,-12.1875
22583,dissatisfied,1,-11.5625
22584,dissatisfied,1,-11.5625
22585,satisfied,6,-10.625
22586,dissatisfied,1,-13.59375
22587,satisfied,5,-12.65625
22588,satisfied,7,-11.40625
22589,dissatisfied,1,-11.5625
22590,satisfied,6,-13.28125
22591,satisfied,5,-12.03125
22592,dissatisfied,1,-11.5625
22593,dissatisfied,1,-11.25
22594,satisfied,3,-11.09375
22595,satisfied,4,-11.71875
22596,dissatisfied,1,-11.5625
22597,dissatisfied,1,-12.1875
22598,satisfied,3,-11.5625
22599,dissatisfied,1,-11.875
22600,dissatisfied,6,-12.1875
22601,satisfied,5,-10.9375
22602,dissatisfied,2,-11.5625
22603,satisfied,5,-11.5625
22604,satisfied,7,-12.8125
22605,dissatisfied,2,-9.53125
22606,satisfied,5,-14.6875
22607,satisfied,5,-10.3125
22608,dissatisfied,1,-13.28125
22609,satisfied,5,-11.5625
22610,dissatisfied,2,-11.5625
22611,dissatisfied,1,-7.1875
22612,dissatisfied,3,-10.9375
22613,dissatisfied,1,-11.5625
22614,dissatisfied,1,-11.5625
22615,satisfied,2,-11.5625
22616,satisfied,7,-11.5625
22617,satisfied,6,-11.5625
22618,satisfied,6,-9.53125
22619,dissatisfied,2,-12.5
22620,dissatisfied,2,-4.375
22621,dissatisfied,2,-11.5625
22622,dissatisfied,2,-11.5625
22623,dissatisfied,2,-11.5625
22624,dissatisfied,2,-11.5625
22625,dissatisfied,1,-11.5625
22626,dissatisfied,2,-12.1875
22627,dissatisfied,2,-12.1875
22628,dissatisfied,2,-11.5625
22629,satisfied,7,-10.3125
22630,satisfied,5,-11.5625
22631,dissatisfied,2,-11.5625
22632,dissatisfied,2,-14.6875
22633,satisfied,5,-11.5625
22634,dissatisfied,2,-13.75
22635,satisfied,5,-11.5625
22636,satisfied,6,-13.4375
22637,satisfied,7,-12.8125
22638,satisfied,4,-11.5625
22639,dissatisfied,2,-11.5625
22640,satisfied,4,-11.40625
22641,satisfied,6,-10.78125
22642,satisfied,7,-14.0625
22643,dissatisfied,2,-14.53125
22644,satisfied,5,-8.75
22645,satisfied,7,-11.5625
22646,satisfied,5,-9.53125
22647,satisfied,5,-13.125
22648,satisfied,1,-11.09375
22649,dissatisfied,1,-11.71875
22650,dissatisfied,2,-11.71875
22651,dissatisfied,2,-11.5625
22652,dissatisfied,1,-10.9375
22653,satisfied,7,-11.5625
22654,satisfied,4,-8.28125
22655,satisfied,4,-11.5625
22656,satisfied,6,-11.5625
22657,satisfied,5,
22658,satisfied,5,-13.59375
22659,dissatisfied,2,-18.75
22660,satisfied,6,-11.5625
22661,dissatisfied,1,-11.5625
22662,dissatisfied,1,
22663,dissatisfied,2,-11.5625
22664,dissatisfied,1,-13.125
22665,satisfied,5,-12.03125
22666,satisfied,7,-11.5625
22667,dissatisfied,2,-11.5625
22668,satisfied,5,-11.5625
22669,satisfied,5,-13.59375
22670,dissatisfied,2,-14.6875
22671,dissatisfied,2,-11.5625
22672,satisfied,2,-10.15625
22673,dissatisfied,1,-11.5625
22674,dissatisfied,1,-11.09375
22675,satisfied,5,-11.5625
22676,satisfied,5,-11.5625
22677,satisfied,5,-12.65625
22678,dissatisfied,1,-11.25
22679,dissatisfied,3,-11.40625
22680,satisfied,5,-11.5625
22681,satisfied,6,-9.53125
22682,satisfied,7,-11.5625
22683,satisfied,4,-11.5625
22684,dissatisfied,2,-16.5625
22685,satisfied,5,-4.375
22686,satisfied,6,-11.5625
22687,dissatisfied,2,-11.5625
22688,satisfied,7,-11.5625
22689,satisfied,6,-13.75
22690,dissatisfied,2,-10.78125
22691,satisfied,4,-10.3125
22692,dissatisfied,1,-9.84375
22693,dissatisfied,1,-10.78125
22694,dissatisfied,3,-14.375
22695,dissatisfied,3,-9.53125
22696,satisfied,5,-10.46875
22697,satisfied,7,-11.5625
22698,satisfied,7,-15.0
22699,satisfied,7,-7.1875
22700,dissatisfied,3,-11.5625
22701,satisfied,7,-11.71875
22702,satisfied,6,-10.15625
22703,dissatisfied,3,-14.84375
22704,satisfied,4,-11.5625
22705,dissatisfied,3,-11.25
22706,satisfied,6,-9.6875
22707,dissatisfied,3,-11.5625
22708,satisfied,7,-10.9375
22709,satisfied,6,-13.125
22710,satisfied,4,-11.5625
22711,dissatisfied,3,-11.5625
22712,satisfied,7,-15.46875
22713,satisfied,5,-12.96875
22714,dissatisfied,3,-12.8125
22715,satisfied,5,-11.5625
22716,satisfied,7,-10.0
22717,satisfied,5,-12.34375
22718,dissatisfied,3,-11.5625
22719,dissatisfied,3,-11.5625
22720,dissatisfied,3,-11.5625
22721,dissatisfied,3,-11.40625
22722,dissatisfied,3,-15.46875
22723,satisfied,7,-11.5625
22724,dissatisfied,3,-13.4375
22725,satisfied,7,-9.375
22726,dissatisfied,3,-12.34375
22727,satisfied,6,-7.65625
22728,satisfied,5,-14.21875
22729,satisfied,4,-11.5625
22730,dissatisfied,3,-11.875
22731,satisfied,5,-11.5625
22732,dissatisfied,7,-7.03125
22733,dissatisfied,3,-10.3125
22734,satisfied,5,-11.5625
22735,dissatisfied,3,-11.5625
22736,satisfied,7,-11.5625
22737,satisfied,5,-12.65625
22738,satisfied,7,-11.5625
22739,satisfied,1,-11.5625
22740,dissatisfied,3,-10.9375
22741,satisfied,5,-11.5625
22742,dissatisfied,3,-11.5625
22743,satisfied,4,-12.5
22744,satisfied,7,-9.84375
22745,dissatisfied,3,-12.96875
22746,dissatisfied,3,-11.5625
22747,satisfied,5,-11.71875
22748,dissatisfied,3,-12.1875
22749,dissatisfied,3,-11.5625
22750,dissatisfied,3,-13.90625
22751,dissatisfied,3,-10.0
22752,satisfied,6,-9.6875
22753,dissatisfied,3,-11.5625
22754,satisfied,5,-12.65625
22755,satisfied,6,-8.59375
22756,dissatisfied,3,-14.0625
22757,dissatisfied,3,-11.5625
22758,dissatisfied,3,-11.5625
22759,dissatisfied,3,-12.34375
22760,satisfied,4,-11.5625
22761,dissatisfied,3,-11.5625
22762,dissatisfied,3,-10.3125
22763,satisfied,7,-11.5625
22764,dissatisfied,3,-11.5625
22765,satisfied,6,-11.5625
22766,dissatisfied,3,-12.65625
22767,dissatisfied,3,-11.25
22768,dissatisfied,3,-11.09375
22769,satisfied,6,-12.96875
22770,satisfied,7,-11.5625
22771,dissatisfied,3,-11.5625
22772,satisfied,5,-11.5625
22773,dissatisfied,3,-11.5625
22774,dissatisfied,4,-11.5625
22775,satisfied,5,-11.5625
22776,dissatisfied,3,-11.5625
22777,satisfied,6,-12.65625
22778,satisfied,6,-9.53125
22779,satisfied,6,-11.5625
22780,satisfied,4,-11.5625
22781,satisfied,7,-11.5625
22782,satisfied,7,-11.5625
22783,satisfied,4,-10.625
22784,dissatisfied,3,-11.5625
22785,dissatisfied,3,-7.8125
22786,satisfied,6,-11.875
22787,dissatisfied,3,-11.5625
22788,dissatisfied,3,-11.25
22789,dissatisfied,3,-10.625
22790,satisfied,5,-11.5625
22791,dissatisfied,3,-11.09375
22792,satisfied,5,-11.71875
22793,dissatisfied,3,-11.5625
22794,dissatisfied,3,-12.65625
22795,dissatisfied,3,-11.71875
22796,satisfied,7,-11.5625
22797,satisfied,7,-13.4375
22798,dissatisfied,3,-9.0625
22799,satisfied,5,-9.84375
22800,dissatisfied,3,-11.5625
22801,dissatisfied,3,-10.9375
22802,satisfied,6,-11.40625
22803,dissatisfied,1,3.125
22804,satisfied,6,-7.8125
22805,satisfied,5,-11.5625
22806,dissatisfied,3,-12.34375
22807,dissatisfied,3,-4.84375
22808,satisfied,7,-12.8125
22809,dissatisfied,3,-12.65625
22810,satisfied,5,-11.875
22811,satisfied,6,-14.0625
22812,dissatisfied,3,-12.34375
22813,dissatisfied,3,-11.5625
22814,dissatisfied,3,-12.1875
22815,satisfied,5,-11.5625
22816,dissatisfied,3,-11.5625
22817,satisfied,5,-9.6875
22818,dissatisfied,3,-12.1875
22819,dissatisfied,3,-11.5625
22820,dissatisfied,3,-11.40625
22821,satisfied,7,-11.5625
22822,dissatisfied,3,-11.5625
22823,dissatisfied,1,-11.5625
22824,satisfied,5,-11.5625
22825,dissatisfied,3,-11.5625
22826,dissatisfied,1,-11.5625
22827,dissatisfied,2,-11.09375
22828,satisfied,5,-11.875
22829,satisfied,7,-15.15625
22830,dissatisfied,3,-12.5
22831,satisfied,6,-8.28125
22832,satisfied,5,-9.0625
22833,satisfied,5,-11.71875
22834,satisfied,5,-10.625
22835,dissatisfied,3,-14.84375
22836,dissatisfied,3,-11.875
22837,satisfied,5,-11.5625
22838,satisfied,6,-11.5625
22839,satisfied,5,-11.5625
22840,dissatisfied,3,-12.65625
22841,dissatisfied,3,-13.4375
22842,dissatisfied,3,-11.5625
22843,satisfied,5,-12.96875
22844,satisfied,2,-11.71875
22845,satisfied,5,-11.875
22846,dissatisfied,2,-13.4375
22847,satisfied,6,-11.5625
22848,dissatisfied,3,-11.5625
22849,dissatisfied,3,-11.875
22850,dissatisfied,3,-11.875
22851,satisfied,5,-11.5625
22852,dissatisfied,3,-8.90625
22853,dissatisfied,1,-16.40625
22854,dissatisfied,3,-12.5
22855,dissatisfied,3,-8.59375
22856,dissatisfied,3,-11.5625
22857,satisfied,5,-7.96875
22858,dissatisfied,6,-11.5625
22859,dissatisfied,3,-11.71875
22860,satisfied,5,-12.34375
22861,satisfied,5,-11.25
22862,satisfied,6,
22863,satisfied,4,-11.5625
22864,dissatisfied,3,-11.09375
22865,dissatisfied,2,-14.21875
22866,satisfied,3,-13.28125
22867,satisfied,4,-10.3125
22868,dissatisfied,3,
22869,satisfied,6,-10.46875
22870,dissatisfied,3,-11.5625
22871,satisfied,5,-11.5625
22872,dissatisfied,3,-11.5625
22873,satisfied,7,-10.0
22874,dissatisfied,3,-10.0
22875,dissatisfied,3,-13.125
22876,dissatisfied,3,-10.15625
22877,satisfied,6,-11.5625
22878,dissatisfied,3,-11.5625
22879,dissatisfied,3,-7.65625
22880,dissatisfied,3,-9.6875
22881,satisfied,4,-11.5625
22882,satisfied,3,-11.5625
22883,dissatisfied,3,-12.34375
22884,satisfied,7,-9.0625
22885,satisfied,7,-14.0625
22886,dissatisfied,3,-11.5625
22887,dissatisfied,3,-11.5625
22888,dissatisfied,3,-14.375
22889,dissatisfied,3,-11.5625
22890,satisfied,7,-11.5625
22891,dissatisfied,3,-11.71875
22892,dissatisfied,3,-9.53125
22893,dissatisfied,3,-11.5625
22894,dissatisfied,3,-11.5625
22895,dissatisfied,1,-10.3125
22896,dissatisfied,3,-11.875
22897,satisfied,5,-7.34375
22898,satisfied,5,-11.5625
22899,dissatisfied,3,-14.6875
22900,dissatisfied,3,-11.5625
22901,dissatisfied,3,-11.5625
22902,dissatisfied,3,-11.5625
22903,satisfied,7,-12.96875
22904,dissatisfied,3,-11.5625
22905,satisfied,4,-12.03125
22906,dissatisfied,3,-12.5
22907,dissatisfied,3,-11.25
22908,dissatisfied,3,-11.5625
22909,satisfied,1,-11.875
22910,satisfied,5,-11.5625
22911,dissatisfied,3,-11.5625
22912,satisfied,6,-11.5625
22913,dissatisfied,3,-11.5625
22914,dissatisfied,3,-10.3125
22915,satisfied,7,-10.9375
22916,satisfied,6,-11.5625
22917,dissatisfied,3,-11.5625
22918,satisfied,5,-11.5625
22919,dissatisfied,3,-11.5625
22920,dissatisfied,3,-11.5625
22921,satisfied,5,-7.5
22922,satisfied,7,-12.8125
22923,satisfied,5,-11.5625
22924,satisfied,6,-11.5625
22925,satisfied,6,-11.5625
22926,dissatisfied,3,-10.625
22927,dissatisfied,3,-12.65625
22928,dissatisfied,3,-5.3125
22929,satisfied,5,-10.9375
22930,dissatisfied,3,-10.78125
22931,dissatisfied,1,-13.75
22932,satisfied,7,-10.15625
22933,dissatisfied,3,-11.5625
22934,dissatisfied,3,-11.5625
22935,dissatisfied,3,-11.5625
22936,satisfied,5,-13.125
22937,dissatisfied,3,-11.5625
22938,satisfied,6,-12.03125
22939,dissatisfied,3,-11.5625
22940,satisfied,5,-11.5625
22941,satisfied,6,-11.5625
22942,satisfied,4,-12.1875
22943,dissatisfied,3,-12.1875
22944,satisfied,6,-10.15625
22945,dissatisfied,3,-11.5625
22946,dissatisfied,3,-11.40625
22947,dissatisfied,3,-10.9375
22948,satisfied,7,-9.6875
22949,dissatisfied,3,-11.5625
22950,satisfied,5,-10.3125
22951,dissatisfied,3,-8.75
22952,satisfied,5,-11.5625
22953,dissatisfied,6,-10.3125
22954,dissatisfied,3,-11.5625
22955,satisfied,6,-10.0
22956,satisfied,7,-11.5625
22957,dissatisfied,3,-11.5625
22958,dissatisfied,3,-10.625
22959,dissatisfied,3,-11.5625
22960,dissatisfied,3,-7.65625
22961,dissatisfied,3,-11.5625
22962,dissatisfied,5,-11.5625
22963,dissatisfied,3,-12.1875
22964,satisfied,6,-10.625
22965,dissatisfied,3,-12.34375
22966,satisfied,6,-11.5625
22967,dissatisfied,3,-11.5625
22968,dissatisfied,3,-14.6875
22969,satisfied,5,-11.40625
22970,dissatisfied,3,-11.5625
22971,satisfied,5,-11.40625
22972,satisfied,7,-11.5625
22973,dissatisfied,7,-4.375
22974,dissatisfied,3,-11.5625
22975,dissatisfied,3,-10.78125
22976,satisfied,7,-13.125
22977,dissatisfied,3,-8.75
22978,dissatisfied,3,-11.5625
22979,satisfied,6,-13.4375
22980,satisfied,7,-13.125
22981,dissatisfied,3,-11.5625
22982,satisfied,1,-10.15625
22983,satisfied,6,-11.5625
22984,dissatisfied,3,-11.5625
22985,dissatisfied,3,-9.6875
22986,dissatisfied,3,-11.5625
22987,dissatisfied,3,-12.03125
22988,dissatisfied,3,-10.9375
22989,satisfied,7,-11.5625
22990,dissatisfied,3,-11.5625
22991,satisfied,7,-11.5625
22992,dissatisfied,3,-13.28125
22993,dissatisfied,3,-11.40625
22994,dissatisfied,3,-11.5625
22995,dissatisfied,3,-11.5625
22996,dissatisfied,1,-11.25
22997,dissatisfied,3,-11.5625
22998,satisfied,5,-11.5625
22999,dissatisfied,3,-11.5625
23000,satisfied,6,-10.9375
23001,satisfied,7,-11.71875
23002,satisfied,2,-12.8125
23003,dissatisfied,3,-11.875
23004,dissatisfied,4,-7.96875
23005,satisfied,4,-11.5625
23006,dissatisfied,6,-11.5625
23007,dissatisfied,7,-13.4375
23008,satisfied,7,-11.5625
23009,satisfied,2,-11.5625
23010,dissatisfied,3,-11.09375
23011,dissatisfied,7,-11.5625
23012,dissatisfied,4,-11.5625
23013,satisfied,4,-11.5625
23014,satisfied,7,-11.5625
23015,dissatisfied,3,-11.5625
23016,dissatisfied,3,-11.5625
23017,dissatisfied,3,-11.71875
23018,dissatisfied,7,-9.0625
23019,satisfied,5,-10.625
23020,dissatisfied,2,-11.09375
23021,satisfied,6,-11.5625
23022,dissatisfied,7,-12.96875
23023,satisfied,6,-11.5625
23024,satisfied,7,-11.5625
23025,satisfied,7,-11.5625
23026,satisfied,6,-12.34375
23027,satisfied,5,-12.1875
23028,dissatisfied,3,-13.125
23029,dissatisfied,7,-13.28125
23030,satisfied,5,-6.5625
23031,satisfied,5,-11.71875
23032,dissatisfied,3,-14.0625
23033,satisfied,5,-11.5625
23034,satisfied,5,-11.5625
23035,dissatisfied,3,-14.84375
23036,satisfied,5,-13.59375
23037,dissatisfied,3,-11.5625
23038,satisfied,5,-12.34375
23039,satisfied,5,-11.5625
23040,dissatisfied,3,-11.5625
23041,satisfied,7,-11.40625
23042,dissatisfied,3,-11.5625
23043,dissatisfied,3,-7.03125
23044,dissatisfied,3,-11.5625
23045,dissatisfied,3,-11.5625
23046,dissatisfied,3,-12.34375
23047,satisfied,6,-11.25
23048,satisfied,6,-11.5625
23049,satisfied,5,-12.5
23050,dissatisfied,3,-12.34375
23051,dissatisfied,3,-6.875
23052,satisfied,7,-10.0
23053,satisfied,1,-11.5625
23054,satisfied,2,-11.5625
23055,satisfied,6,-9.84375
23056,dissatisfied,3,-12.5
23057,satisfied,5,-11.5625
23058,dissatisfied,3,-11.5625
23059,satisfied,7,-11.5625
23060,dissatisfied,3,-12.34375
23061,dissatisfied,3,-10.46875
23062,dissatisfied,3,-11.5625
23063,dissatisfied,3,-12.34375
23064,satisfied,6,-12.34375
23065,satisfied,6,-11.5625
23066,satisfied,5,-9.21875
23067,satisfied,5,-12.03125
23068,dissatisfied,3,-12.34375
23069,dissatisfied,3,-12.96875
23070,satisfied,6,-12.96875
23071,satisfied,3,-11.40625
23072,satisfied,6,-12.34375
23073,dissatisfied,3,-11.71875
23074,satisfied,5,-11.5625
23075,satisfied,7,-12.03125
23076,satisfied,6,-12.5
23077,satisfied,1,-13.28125
23078,satisfied,5,-11.5625
23079,dissatisfied,3,-11.5625
23080,dissatisfied,3,-11.25
23081,satisfied,7,-12.34375
23082,dissatisfied,6,-11.5625
23083,dissatisfied,3,-11.5625
23084,dissatisfied,3,-12.34375
23085,dissatisfied,3,-11.5625
23086,satisfied,7,-11.5625
23087,dissatisfied,3,-11.5625
23088,satisfied,5,-11.5625
23089,dissatisfied,3,-10.0
23090,satisfied,7,-11.5625
23091,satisfied,4,-11.875
23092,satisfied,4,-8.75
23093,dissatisfied,3,-4.6875
23094,satisfied,7,-12.65625
23095,satisfied,7,-9.21875
23096,satisfied,7,-11.5625
23097,dissatisfied,3,-12.96875
23098,dissatisfied,3,-9.84375
23099,satisfied,4,-11.5625
23100,satisfied,5,-6.25
23101,satisfied,6,-11.5625
23102,satisfied,5,-11.5625
23103,satisfied,5,-12.03125
23104,dissatisfied,3,-10.9375
23105,dissatisfied,3,-11.5625
23106,satisfied,6,-11.5625
23107,satisfied,5,-9.21875
23108,dissatisfied,3,-13.125
23109,satisfied,6,-11.5625
23110,dissatisfied,3,-12.03125
23111,satisfied,6,-12.1875
23112,dissatisfied,3,-11.5625
23113,satisfied,2,-11.5625
23114,dissatisfied,3,-12.03125
23115,satisfied,6,-11.5625
23116,satisfied,1,-10.3125
23117,satisfied,4,-10.46875
23118,satisfied,7,-11.5625
23119,dissatisfied,3,-11.5625
23120,dissatisfied,3,-12.96875
23121,satisfied,5,-12.96875
23122,dissatisfied,3,-11.5625
23123,satisfied,7,-11.5625
23124,satisfied,6,-8.4375
23125,satisfied,6,-8.125
23126,dissatisfied,3,-11.5625
23127,satisfied,5,-10.78125
23128,dissatisfied,3,-11.5625
23129,satisfied,6,-11.5625
23130,satisfied,7,-13.125
23131,dissatisfied,3,-11.5625
23132,satisfied,5,-13.90625
23133,satisfied,3,-11.5625
23134,satisfied,3,-11.71875
23135,dissatisfied,3,-11.5625
23136,dissatisfied,3,-11.5625
23137,satisfied,5,-12.03125
23138,satisfied,5,-11.875
23139,dissatisfied,3,-11.5625
23140,satisfied,4,-11.5625
23141,dissatisfied,3,-12.1875
23142,satisfied,6,-11.5625
23143,dissatisfied,7,-12.34375
23144,dissatisfied,3,-11.5625
23145,dissatisfied,3,-9.84375
23146,satisfied,5,-11.5625
23147,dissatisfied,5,-12.03125
23148,dissatisfied,3,-11.5625
23149,satisfied,6,-13.75
23150,satisfied,5,-12.5
23151,satisfied,7,-9.53125
23152,dissatisfied,3,-5.15625
23153,dissatisfied,3,-11.5625
23154,dissatisfied,3,-13.90625
23155,satisfied,2,-13.28125
23156,dissatisfied,3,-11.5625
23157,dissatisfied,3,-12.65625
23158,dissatisfied,7,-11.5625
23159,satisfied,5,-11.5625
23160,dissatisfied,3,-13.125
23161,satisfied,7,-11.40625
23162,dissatisfied,3,-13.28125
23163,satisfied,5,-12.1875
23164,dissatisfied,3,-11.5625
23165,dissatisfied,3,-11.875
23166,satisfied,5,-11.25
23167,satisfied,7,-11.5625
23168,dissatisfied,3,-5.9375
23169,dissatisfied,3,-11.5625
23170,dissatisfied,3,-11.5625
23171,satisfied,6,-11.5625
23172,dissatisfied,3,-11.5625
23173,dissatisfied,3,-10.625
23174,satisfied,5,-11.25
23175,satisfied,6,-13.59375
23176,satisfied,6,-11.5625
23177,dissatisfied,3,-14.6875
23178,satisfied,5,-15.0
23179,dissatisfied,3,-13.90625
23180,dissatisfied,3,-11.5625
23181,dissatisfied,3,-11.875
23182,dissatisfied,3,-11.5625
23183,satisfied,5,-11.5625
23184,satisfied,6,-14.0625
23185,dissatisfied,3,-11.5625
23186,dissatisfied,3,-11.25
23187,satisfied,5,-11.5625
23188,dissatisfied,3,-10.46875
23189,dissatisfied,3,-13.90625
23190,satisfied,6,-11.5625
23191,satisfied,6,-7.1875
23192,dissatisfied,3,-12.1875
23193,dissatisfied,3,-11.5625
23194,dissatisfied,3,-10.15625
23195,dissatisfied,3,-11.5625
23196,satisfied,6,-11.5625
23197,satisfied,2,-11.40625
23198,dissatisfied,3,-12.65625
23199,satisfied,6,-10.625
23200,satisfied,1,-11.5625
23201,dissatisfied,3,-10.625
23202,dissatisfied,3,-13.28125
23203,satisfied,6,-10.3125
23204,satisfied,5,-13.75
23205,satisfied,1,-6.875
23206,dissatisfied,3,-11.25
23207,satisfied,1,-11.5625
23208,dissatisfied,3,-11.5625
23209,dissatisfied,1,-12.8125
23210,dissatisfied,3,-14.0625
23211,satisfied,5,-11.09375
23212,satisfied,6,-10.0
23213,dissatisfied,3,-10.15625
23214,satisfied,5,-11.5625
23215,satisfied,7,-11.5625
23216,dissatisfied,3,-12.03125
23217,satisfied,2,-11.5625
23218,dissatisfied,3,-11.5625
23219,dissatisfied,3,-11.5625
23220,dissatisfied,3,-11.5625
23221,satisfied,4,-11.5625
23222,satisfied,6,-11.5625
23223,dissatisfied,3,-10.625
23224,satisfied,2,-10.625
23225,satisfied,5,-11.09375
23226,dissatisfied,3,-12.8125
23227,dissatisfied,3,-8.28125
23228,dissatisfied,3,-10.9375
23229,dissatisfied,3,-9.84375
23230,dissatisfied,3,-11.5625
23231,satisfied,6,-10.46875
23232,dissatisfied,3,-9.375
23233,satisfied,6,-11.875
23234,dissatisfied,3,-12.65625
23235,dissatisfied,3,-14.21875
23236,dissatisfied,3,-13.75
23237,satisfied,7,-11.25
23238,dissatisfied,3,-11.5625
23239,satisfied,5,-12.03125
23240,dissatisfied,3,-12.1875
23241,satisfied,6,-11.71875
23242,satisfied,7,-11.5625
23243,satisfied,6,-10.3125
23244,satisfied,5,-4.6875
23245,dissatisfied,3,-11.5625
23246,dissatisfied,3,-11.5625
23247,satisfied,4,-11.71875
23248,satisfied,6,-12.03125
23249,dissatisfied,3,-11.5625
23250,dissatisfied,3,-11.5625
23251,dissatisfied,2,-13.28125
23252,satisfied,7,-11.40625
23253,dissatisfied,1,-12.34375
23254,dissatisfied,3,-10.3125
23255,dissatisfied,3,-11.5625
23256,dissatisfied,3,-11.5625
23257,satisfied,6,-12.8125
23258,satisfied,7,-10.15625
23259,dissatisfied,3,-10.78125
23260,satisfied,7,-12.03125
23261,dissatisfied,3,-11.5625
23262,satisfied,4,-11.5625
23263,dissatisfied,3,-13.125
23264,dissatisfied,3,-10.625
23265,satisfied,7,-11.5625
23266,dissatisfied,3,-12.34375
23267,dissatisfied,3,-7.5
23268,dissatisfied,3,-12.65625
23269,dissatisfied,3,-11.5625
23270,satisfied,5,-11.5625
23271,dissatisfied,3,-11.5625
23272,dissatisfied,3,-12.96875
23273,satisfied,7,-11.5625
23274,satisfied,7,-10.0
23275,satisfied,6,-10.3125
23276,satisfied,7,-10.15625
23277,satisfied,6,-13.59375
23278,dissatisfied,3,-11.5625
23279,satisfied,4,-11.5625
23280,satisfied,2,-11.71875
23281,satisfied,5,-11.5625
23282,satisfied,5,-14.375
23283,satisfied,6,-12.5
23284,satisfied,4,-11.5625
23285,satisfied,7,-11.5625
23286,satisfied,3,-11.5625
23287,dissatisfied,3,-0.3125
23288,dissatisfied,3,-11.5625
23289,dissatisfied,3,-13.59375
23290,dissatisfied,3,-11.5625
23291,dissatisfied,3,-10.78125
23292,dissatisfied,3,-10.625
23293,satisfied,5,-13.59375
23294,dissatisfied,3,-13.59375
23295,dissatisfied,1,-13.4375
23296,dissatisfied,3,-10.9375
23297,dissatisfied,3,-11.71875
23298,satisfied,5,-11.5625
23299,satisfied,3,-7.34375
23300,dissatisfied,3,-8.59375
23301,satisfied,5,-12.34375
23302,dissatisfied,3,-9.53125
23303,satisfied,4,-10.3125
23304,dissatisfied,3,-10.9375
23305,satisfied,4,-11.5625
23306,satisfied,5,-12.03125
23307,dissatisfied,3,-14.53125
23308,dissatisfied,3,-11.40625
23309,dissatisfied,3,2.65625
23310,dissatisfied,3,-12.8125
23311,dissatisfied,3,-11.5625
23312,satisfied,5,-10.3125
23313,satisfied,7,-11.5625
23314,satisfied,5,-11.5625
23315,satisfied,5,-11.5625
23316,satisfied,5,-11.5625
23317,satisfied,4,-7.8125
23318,dissatisfied,3,-11.5625
23319,dissatisfied,3,-11.5625
23320,satisfied,6,-11.875
23321,satisfied,5,-11.5625
23322,satisfied,6,-13.4375
23323,dissatisfied,3,-11.5625
23324,dissatisfied,3,-11.5625
23325,dissatisfied,6,-12.5
23326,satisfied,7,-11.5625
23327,satisfied,7,-9.6875
23328,satisfied,2,-14.53125
23329,satisfied,6,-11.5625
23330,dissatisfied,3,-11.5625
23331,dissatisfied,3,-11.5625
23332,dissatisfied,3,-12.65625
23333,satisfied,1,-10.3125
23334,dissatisfied,3,-11.5625
23335,satisfied,5,-11.40625
23336,dissatisfied,3,-12.5
23337,dissatisfied,3,-12.34375
23338,dissatisfied,3,-11.5625
23339,satisfied,7,-11.5625
23340,satisfied,4,-11.5625
23341,dissatisfied,3,-11.71875
23342,satisfied,7,-11.40625
23343,satisfied,5,-11.5625
23344,dissatisfied,3,-10.0
23345,satisfied,7,-11.5625
23346,dissatisfied,3,-11.5625
23347,satisfied,5,-6.875
23348,satisfied,4,-11.09375
23349,dissatisfied,3,-11.5625
23350,dissatisfied,7,-11.5625
23351,dissatisfied,3,-10.9375
23352,satisfied,6,-9.84375
23353,dissatisfied,3,-9.0625
23354,dissatisfied,3,-11.5625
23355,satisfied,5,-12.5
23356,dissatisfied,3,-14.375
23357,dissatisfied,3,-11.5625
23358,satisfied,5,-11.875
23359,satisfied,6,-11.5625
23360,dissatisfied,3,-4.53125
23361,dissatisfied,3,-11.5625
23362,dissatisfied,3,-11.71875
23363,dissatisfied,3,-11.5625
23364,satisfied,7,-11.5625
23365,dissatisfied,3,-14.6875
23366,satisfied,7,-11.5625
23367,satisfied,5,-11.875
23368,dissatisfied,3,-12.65625
23369,dissatisfied,3,-11.5625
23370,dissatisfied,3,-13.59375
23371,satisfied,5,-13.75
23372,dissatisfied,3,-11.71875
23373,satisfied,5,-10.9375
23374,dissatisfied,3,-11.5625
23375,satisfied,5,-9.6875
23376,satisfied,6,-11.40625
23377,dissatisfied,3,-11.5625
23378,satisfied,7,-11.5625
23379,dissatisfied,5,-11.09375
23380,satisfied,5,-12.03125
23381,satisfied,1,-12.1875
23382,satisfied,6,-11.5625
23383,dissatisfied,3,-13.28125
23384,dissatisfied,3,-11.5625
23385,satisfied,6,-11.5625
23386,satisfied,5,-11.5625
23387,dissatisfied,3,-11.5625
23388,satisfied,3,-11.5625
23389,satisfied,6,-6.09375
