TT,Danh_Gia,Chat_Luong_Tai_Xe,Thoi_Gian_vs_Du_Kien
70810,satisfied,6,-11.5625
70811,satisfied,7,-11.5625
70812,satisfied,6,-11.5625
70813,satisfied,2,-11.5625
70814,satisfied,5,-14.6875
70815,satisfied,2,-11.5625
70816,dissatisfied,2,-12.1875
70817,dissatisfied,2,-12.03125
70818,dissatisfied,1,-4.84375
70819,satisfied,2,-11.875
70820,satisfied,2,-11.5625
70821,satisfied,2,-11.5625
70822,dissatisfied,2,-11.5625
70823,dissatisfied,2,-11.5625
70824,satisfied,2,-11.5625
70825,satisfied,5,-11.5625
70826,satisfied,7,-11.5625
70827,satisfied,7,-10.3125
70828,satisfied,7,-11.25
70829,satisfied,7,-11.5625
70830,satisfied,7,-13.59375
70831,satisfied,5,-11.71875
70832,satisfied,2,-6.09375
70833,satisfied,7,-13.28125
70834,satisfied,7,-11.25
70835,satisfied,5,-11.5625
70836,satisfied,7,-11.25
70837,dissatisfied,1,-11.5625
70838,satisfied,3,-11.40625
70839,satisfied,5,-11.5625
70840,satisfied,6,-10.9375
70841,satisfied,6,-12.1875
70842,dissatisfied,1,-5.46875
70843,satisfied,4,-11.5625
70844,dissatisfied,2,-10.625
70845,satisfied,1,-11.5625
70846,satisfied,2,-12.34375
70847,dissatisfied,2,-6.71875
70848,dissatisfied,2,-11.5625
70849,satisfied,2,-11.5625
70850,satisfied,1,-11.71875
70851,dissatisfied,1,-10.15625
70852,satisfied,6,-7.65625
70853,dissatisfied,2,-11.5625
70854,satisfied,5,-10.9375
70855,satisfied,5,-10.9375
70856,dissatisfied,1,-10.15625
70857,satisfied,6,-10.9375
70858,satisfied,5,-11.5625
70859,satisfied,5,-11.40625
70860,satisfied,4,-11.5625
70861,satisfied,4,-11.5625
70862,satisfied,5,-11.5625
70863,satisfied,2,-11.5625
70864,dissatisfied,1,-11.5625
70865,dissatisfied,1,-11.5625
70866,satisfied,7,-11.875
70867,dissatisfied,1,-11.40625
70868,satisfied,1,-11.5625
70869,satisfied,2,-11.5625
70870,satisfied,7,-11.5625
70871,satisfied,5,-11.5625
70872,satisfied,2,-10.0
70873,satisfied,2,-11.5625
70874,satisfied,1,-9.53125
70875,satisfied,1,-11.5625
70876,dissatisfied,2,-11.5625
70877,satisfied,2,-12.03125
70878,satisfied,6,-12.03125
70879,dissatisfied,2,-10.78125
70880,satisfied,6,-12.5
70881,satisfied,6,-11.71875
70882,satisfied,5,-12.03125
70883,satisfied,5,-13.4375
70884,satisfied,5,-11.71875
70885,satisfied,7,-11.5625
70886,dissatisfied,1,-11.5625
70887,dissatisfied,2,-10.3125
70888,dissatisfied,1,-11.5625
70889,satisfied,1,-11.5625
70890,satisfied,7,-11.5625
70891,dissatisfied,2,-11.875
70892,satisfied,5,-10.625
70893,satisfied,2,-12.96875
70894,satisfied,7,-11.5625
70895,satisfied,5,-11.5625
70896,satisfied,5,-11.875
70897,satisfied,5,-11.09375
70898,satisfied,4,-11.5625
70899,dissatisfied,2,-11.875
70900,dissatisfied,2,-11.5625
70901,dissatisfied,2,-11.5625
70902,dissatisfied,2,-12.5
70903,dissatisfied,2,-11.5625
70904,dissatisfied,2,-15.0
70905,dissatisfied,1,-11.5625
70906,dissatisfied,2,-9.0625
70907,dissatisfied,2,-12.5
70908,dissatisfied,1,-8.4375
70909,dissatisfied,1,-6.71875
70910,dissatisfied,1,-10.9375
70911,dissatisfied,2,-11.5625
70912,dissatisfied,2,-13.125
70913,dissatisfied,2,-14.53125
70914,dissatisfied,1,-15.15625
70915,dissatisfied,1,-11.5625
70916,dissatisfied,1,-11.5625
70917,dissatisfied,2,-6.875
70918,satisfied,2,-10.46875
70919,satisfied,2,-12.8125
70920,satisfied,2,-11.5625
70921,dissatisfied,2,-10.9375
70922,dissatisfied,1,-11.5625
70923,satisfied,3,-11.5625
70924,dissatisfied,3,-12.8125
70925,dissatisfied,1,-11.5625
70926,dissatisfied,1,-12.8125
70927,dissatisfied,2,-11.5625
70928,dissatisfied,2,-15.9375
70929,dissatisfied,2,-14.53125
70930,dissatisfied,1,-3.125
70931,dissatisfied,1,-14.0625
70932,dissatisfied,2,-11.5625
70933,dissatisfied,2,-11.5625
70934,satisfied,3,-15.3125
70935,dissatisfied,3,-11.40625
70936,dissatisfied,1,1.40625
70937,satisfied,2,-11.5625
70938,satisfied,6,-11.5625
70939,satisfied,3,-11.5625
70940,dissatisfied,2,-10.625
70941,satisfied,7,-11.5625
70942,dissatisfied,2,-11.5625
70943,satisfied,2,-12.96875
70944,dissatisfied,3,-11.5625
70945,dissatisfied,3,-10.78125
70946,satisfied,2,-13.28125
70947,satisfied,3,-11.5625
70948,satisfied,7,-12.8125
70949,satisfied,7,-11.5625
70950,satisfied,2,-15.46875
70951,dissatisfied,2,-9.375
70952,satisfied,1,-13.59375
70953,dissatisfied,3,-10.46875
70954,dissatisfied,3,-11.5625
70955,dissatisfied,1,-10.3125
70956,dissatisfied,2,-11.5625
70957,satisfied,1,-12.34375
70958,dissatisfied,3,-11.09375
70959,dissatisfied,2,-11.875
70960,dissatisfied,2,-11.5625
70961,dissatisfied,2,-11.5625
70962,dissatisfied,3,-13.125
70963,satisfied,2,-0.9375
70964,dissatisfied,2,-10.78125
70965,dissatisfied,2,-10.78125
70966,dissatisfied,1,-8.75
70967,satisfied,5,-11.5625
70968,dissatisfied,2,-11.5625
70969,dissatisfied,2,-11.71875
70970,dissatisfied,1,-11.875
70971,dissatisfied,1,-11.5625
70972,satisfied,3,-11.5625
70973,satisfied,1,-11.5625
70974,dissatisfied,2,-11.5625
70975,dissatisfied,2,-13.125
70976,satisfied,3,-11.5625
70977,dissatisfied,1,-13.90625
70978,dissatisfied,2,-11.5625
70979,satisfied,1,-11.875
70980,dissatisfied,2,-12.03125
70981,dissatisfied,2,-13.28125
70982,dissatisfied,2,-8.90625
70983,dissatisfied,1,-11.875
70984,satisfied,1,-12.1875
70985,dissatisfied,3,-4.6875
70986,dissatisfied,2,-11.5625
70987,dissatisfied,2,-11.5625
70988,dissatisfied,3,-5.9375
70989,dissatisfied,2,-11.5625
70990,dissatisfied,3,-6.25
70991,dissatisfied,2,-11.875
70992,dissatisfied,1,-7.96875
70993,satisfied,1,-14.6875
70994,dissatisfied,2,-11.5625
70995,satisfied,4,-11.5625
70996,satisfied,2,-10.9375
70997,satisfied,2,-12.5
70998,dissatisfied,2,-10.78125
70999,satisfied,5,-11.5625
71000,dissatisfied,2,-11.5625
71001,dissatisfied,2,-11.875
71002,dissatisfied,1,-11.25
71003,dissatisfied,2,-11.25
71004,satisfied,6,-11.5625
71005,dissatisfied,1,-12.1875
71006,satisfied,2,-11.5625
71007,dissatisfied,2,-11.875
71008,dissatisfied,2,-11.71875
71009,dissatisfied,3,-14.84375
71010,dissatisfied,1,-11.5625
71011,satisfied,4,-14.84375
71012,dissatisfied,1,-10.15625
71013,satisfied,3,-11.5625
71014,satisfied,3,-11.5625
71015,dissatisfied,1,-10.625
71016,satisfied,2,-11.5625
71017,satisfied,3,-11.71875
71018,dissatisfied,1,-11.5625
71019,dissatisfied,2,-11.5625
71020,satisfied,4,-11.5625
71021,dissatisfied,3,-15.3125
71022,dissatisfied,2,-11.5625
71023,dissatisfied,1,-9.84375
71024,satisfied,6,-14.21875
71025,dissatisfied,2,-9.21875
71026,satisfied,5,-12.1875
71027,dissatisfied,2,-15.15625
71028,satisfied,2,-10.0
71029,dissatisfied,2,-12.34375
71030,dissatisfied,2,-11.5625
71031,dissatisfied,3,-11.5625
71032,dissatisfied,1,-12.5
71033,dissatisfied,2,-12.03125
71034,satisfied,2,-12.5
71035,dissatisfied,1,-9.21875
71036,dissatisfied,2,-17.5
71037,dissatisfied,1,-11.5625
71038,dissatisfied,3,-13.75
71039,dissatisfied,2,-9.84375
71040,dissatisfied,2,-12.1875
71041,dissatisfied,2,-11.5625
71042,satisfied,3,-11.5625
71043,dissatisfied,3,-13.125
71044,satisfied,3,-11.5625
71045,satisfied,5,-10.0
71046,satisfied,3,-11.71875
71047,satisfied,3,-11.5625
71048,satisfied,7,-12.5
71049,satisfied,1,-11.40625
71050,satisfied,3,-11.71875
71051,satisfied,5,-11.5625
71052,dissatisfied,3,-11.5625
71053,satisfied,1,-12.34375
71054,satisfied,5,-10.9375
71055,satisfied,3,-10.9375
71056,satisfied,7,-8.90625
71057,dissatisfied,1,-10.0
71058,satisfied,7,-11.5625
71059,satisfied,4,-11.71875
71060,dissatisfied,2,-11.875
71061,dissatisfied,3,-14.6875
71062,dissatisfied,3,-11.875
71063,dissatisfied,1,-13.28125
71064,satisfied,6,-12.34375
71065,dissatisfied,2,-11.5625
71066,dissatisfied,2,-12.1875
71067,dissatisfied,1,-14.6875
71068,dissatisfied,1,-11.5625
71069,satisfied,3,-11.5625
71070,satisfied,2,-11.5625
71071,satisfied,1,-11.5625
71072,satisfied,6,-12.1875
71073,dissatisfied,2,-11.40625
71074,satisfied,7,-11.5625
71075,dissatisfied,1,-15.78125
71076,satisfied,1,-11.875
71077,dissatisfied,2,-12.96875
71078,satisfied,4,-11.71875
71079,satisfied,3,-11.5625
71080,satisfied,7,-11.5625
71081,dissatisfied,3,-9.6875
71082,dissatisfied,1,-11.5625
71083,dissatisfied,2,-13.4375
71084,satisfied,2,-13.125
71085,dissatisfied,2,-11.5625
71086,satisfied,7,-11.5625
71087,satisfied,1,-12.1875
71088,satisfied,5,-12.03125
71089,satisfied,6,-14.21875
71090,dissatisfied,1,-12.34375
71091,dissatisfied,2,-11.09375
71092,dissatisfied,2,-8.125
71093,satisfied,2,-11.5625
71094,dissatisfied,2,-10.3125
71095,dissatisfied,1,-10.15625
71096,dissatisfied,2,-11.5625
71097,dissatisfied,2,-11.5625
71098,satisfied,1,-10.9375
71099,satisfied,2,-11.5625
71100,satisfied,7,-11.5625
71101,satisfied,7,-11.5625
71102,dissatisfied,2,-9.21875
71103,dissatisfied,2,-11.5625
71104,dissatisfied,2,-10.46875
71105,dissatisfied,1,-11.25
71106,satisfied,4,-10.78125
71107,satisfied,1,-11.5625
71108,dissatisfied,1,-10.625
71109,dissatisfied,2,-8.75
71110,satisfied,2,-11.5625
71111,satisfied,2,-12.03125
71112,satisfied,4,-11.25
71113,satisfied,6,-11.25
71114,satisfied,7,-9.21875
71115,dissatisfied,3,-12.5
71116,dissatisfied,2,-12.34375
71117,satisfied,5,-13.4375
71118,dissatisfied,2,-10.3125
71119,dissatisfied,2,-11.5625
71120,satisfied,4,-12.34375
71121,dissatisfied,3,-10.46875
71122,satisfied,2,-12.8125
71123,dissatisfied,2,-11.5625
71124,dissatisfied,1,-11.5625
71125,dissatisfied,3,-12.03125
71126,satisfied,2,-12.1875
71127,dissatisfied,2,-11.5625
71128,dissatisfied,2,-15.3125
71129,satisfied,6,-11.5625
71130,satisfied,2,-13.125
71131,satisfied,1,-9.6875
71132,dissatisfied,3,-11.5625
71133,satisfied,5,-11.5625
71134,satisfied,7,-11.5625
71135,satisfied,6,-11.25
71136,dissatisfied,2,-14.375
71137,satisfied,7,-11.71875
71138,dissatisfied,1,-11.5625
71139,satisfied,5,-7.8125
71140,satisfied,5,-11.5625
71141,satisfied,7,-11.5625
71142,satisfied,5,-11.5625
71143,satisfied,7,-11.25
71144,satisfied,2,-12.96875
71145,dissatisfied,2,-12.03125
71146,dissatisfied,3,-11.5625
71147,satisfied,5,-11.5625
71148,dissatisfied,3,-11.5625
71149,satisfied,5,-14.0625
71150,dissatisfied,1,-11.25
71151,dissatisfied,1,-7.8125
71152,dissatisfied,2,-11.5625
71153,dissatisfied,3,-11.5625
71154,dissatisfied,2,-11.5625
71155,satisfied,5,-11.5625
71156,dissatisfied,2,-13.59375
71157,satisfied,2,-12.1875
71158,satisfied,7,-11.5625
71159,dissatisfied,3,-14.21875
71160,dissatisfied,2,-11.5625
71161,satisfied,5,-10.9375
71162,dissatisfied,3,-12.5
71163,satisfied,2,-11.5625
71164,satisfied,1,-11.5625
71165,dissatisfied,3,-12.96875
71166,satisfied,7,-11.5625
71167,dissatisfied,2,-9.6875
71168,satisfied,3,-11.875
71169,satisfied,1,-11.875
71170,satisfied,5,-10.15625
71171,dissatisfied,2,-10.15625
71172,satisfied,7,
71173,dissatisfied,2,-13.125
71174,dissatisfied,2,-11.5625
71175,dissatisfied,1,-11.5625
71176,dissatisfied,3,-11.5625
71177,satisfied,7,-11.5625
71178,dissatisfied,1,-11.09375
71179,satisfied,6,-11.09375
71180,satisfied,2,-11.5625
71181,dissatisfied,2,-11.5625
71182,dissatisfied,2,-11.5625
71183,dissatisfied,2,-9.6875
71184,dissatisfied,1,-12.1875
71185,dissatisfied,1,-10.9375
71186,dissatisfied,2,-9.53125
71187,satisfied,2,-12.34375
71188,satisfied,5,
71189,satisfied,6,-12.65625
71190,dissatisfied,1,-11.5625
71191,satisfied,7,-15.78125
71192,dissatisfied,1,-5.78125
71193,satisfied,3,-10.3125
71194,dissatisfied,2,-10.0
71195,satisfied,6,-11.5625
71196,satisfied,5,-12.65625
71197,dissatisfied,1,-9.375
71198,dissatisfied,2,-12.96875
71199,dissatisfied,2,-13.125
71200,satisfied,5,-11.5625
71201,satisfied,4,-11.5625
71202,dissatisfied,1,-13.125
71203,satisfied,2,-11.5625
71204,dissatisfied,2,-11.5625
71205,dissatisfied,3,-11.09375
71206,dissatisfied,2,-12.1875
71207,dissatisfied,2,-11.5625
71208,dissatisfied,1,-14.21875
71209,dissatisfied,2,-11.40625
71210,dissatisfied,2,-11.5625
71211,dissatisfied,1,-11.09375
71212,satisfied,1,-11.5625
71213,dissatisfied,1,-13.125
71214,dissatisfied,2,-10.78125
71215,dissatisfied,2,-12.03125
71216,dissatisfied,3,-10.78125
71217,satisfied,7,-11.5625
71218,satisfied,4,-11.5625
71219,satisfied,6,-11.5625
71220,satisfied,6,-17.03125
71221,satisfied,5,-6.5625
71222,dissatisfied,2,-11.71875
71223,satisfied,7,-11.875
71224,satisfied,1,-11.5625
71225,dissatisfied,2,-12.5
71226,satisfied,6,-11.5625
71227,dissatisfied,1,-11.5625
71228,dissatisfied,2,-8.125
71229,satisfied,7,-11.5625
71230,satisfied,2,-11.5625
71231,satisfied,1,-12.03125
71232,dissatisfied,3,-7.8125
71233,satisfied,7,-12.96875
71234,dissatisfied,3,-11.5625
71235,dissatisfied,2,-7.96875
71236,dissatisfied,2,-12.65625
71237,dissatisfied,2,-11.09375
71238,dissatisfied,2,-10.9375
71239,dissatisfied,1,-11.875
71240,dissatisfied,2,-11.5625
71241,satisfied,5,-11.5625
71242,dissatisfied,2,-10.15625
71243,dissatisfied,3,-11.5625
71244,dissatisfied,1,-11.5625
71245,dissatisfied,2,-10.9375
71246,satisfied,2,-11.5625
71247,satisfied,3,-11.5625
71248,dissatisfied,1,-11.25
71249,satisfied,2,-11.40625
71250,satisfied,7,-11.5625
71251,dissatisfied,1,-11.09375
71252,dissatisfied,2,-10.625
71253,satisfied,7,-13.125
71254,dissatisfied,3,-12.65625
71255,satisfied,6,-11.5625
71256,satisfied,2,-8.90625
71257,dissatisfied,1,-8.125
71258,dissatisfied,2,-11.5625
71259,dissatisfied,3,-10.78125
71260,dissatisfied,1,-11.5625
71261,dissatisfied,2,-12.34375
71262,satisfied,3,-11.5625
71263,satisfied,2,-11.5625
71264,satisfied,2,-11.09375
71265,satisfied,3,-11.5625
71266,dissatisfied,2,-10.9375
71267,dissatisfied,2,-11.5625
71268,satisfied,2,-12.34375
71269,dissatisfied,2,-10.78125
71270,dissatisfied,2,-12.65625
71271,satisfied,2,-11.5625
71272,dissatisfied,1,-11.71875
71273,dissatisfied,2,-10.0
71274,satisfied,6,-13.125
71275,dissatisfied,3,-10.78125
71276,satisfied,5,-11.09375
71277,dissatisfied,2,-12.34375
71278,satisfied,6,-11.5625
71279,satisfied,5,-11.09375
71280,satisfied,4,-10.625
71281,satisfied,4,-11.40625
71282,satisfied,6,-11.5625
71283,satisfied,5,-11.5625
71284,dissatisfied,2,-12.8125
71285,satisfied,4,-9.375
71286,dissatisfied,2,-12.03125
71287,dissatisfied,2,-8.75
71288,dissatisfied,2,-11.5625
71289,dissatisfied,3,-13.90625
71290,dissatisfied,2,-8.90625
71291,dissatisfied,3,-11.5625
71292,dissatisfied,1,-12.34375
71293,satisfied,6,-11.5625
71294,dissatisfied,1,-10.3125
71295,dissatisfied,1,-11.5625
71296,satisfied,5,-11.5625
71297,dissatisfied,3,-6.875
71298,dissatisfied,3,-12.96875
71299,satisfied,7,-11.5625
71300,dissatisfied,2,-11.5625
71301,satisfied,7,-8.90625
71302,satisfied,6,-11.5625
71303,dissatisfied,1,-11.5625
71304,satisfied,6,-11.71875
71305,satisfied,6,-11.5625
71306,dissatisfied,2,-11.5625
71307,satisfied,5,-10.3125
71308,dissatisfied,3,-10.15625
71309,dissatisfied,2,-9.53125
71310,dissatisfied,1,-10.0
71311,satisfied,3,-11.5625
71312,dissatisfied,1,-10.0
71313,satisfied,3,-11.40625
71314,dissatisfied,3,-11.5625
71315,dissatisfied,2,-11.5625
71316,satisfied,2,-14.375
71317,satisfied,2,-11.875
71318,dissatisfied,2,-12.34375
71319,satisfied,6,-11.5625
71320,dissatisfied,1,-12.34375
71321,dissatisfied,2,-12.1875
71322,satisfied,1,-11.25
71323,satisfied,7,-11.5625
71324,satisfied,5,-11.5625
71325,satisfied,5,-14.6875
71326,satisfied,4,-11.5625
71327,satisfied,5,-10.46875
71328,dissatisfied,1,-8.75
71329,satisfied,7,-11.5625
71330,satisfied,5,-12.03125
71331,satisfied,6,-11.5625
71332,satisfied,4,-8.90625
71333,satisfied,1,-11.5625
71334,dissatisfied,2,-12.03125
71335,dissatisfied,2,-11.5625
71336,dissatisfied,1,-11.5625
71337,satisfied,2,-11.5625
71338,dissatisfied,3,-14.0625
71339,satisfied,6,-11.5625
71340,satisfied,6,-11.40625
71341,dissatisfied,2,-11.5625
71342,dissatisfied,2,-12.34375
71343,satisfied,6,-11.5625
71344,dissatisfied,2,-11.5625
71345,dissatisfied,2,-12.34375
71346,dissatisfied,1,-12.5
71347,satisfied,2,-11.09375
71348,satisfied,2,-11.71875
71349,dissatisfied,3,-12.96875
71350,dissatisfied,2,-11.5625
71351,satisfied,2,-12.03125
71352,dissatisfied,2,-11.5625
71353,satisfied,2,-11.5625
71354,satisfied,5,-11.5625
71355,dissatisfied,2,-11.5625
71356,dissatisfied,1,-12.8125
71357,dissatisfied,2,-6.40625
71358,dissatisfied,3,-12.65625
71359,satisfied,2,-11.5625
71360,satisfied,5,-5.0
71361,satisfied,6,-11.875
71362,satisfied,4,-12.1875
71363,satisfied,5,-13.125
71364,satisfied,7,-9.21875
71365,satisfied,4,-13.4375
71366,dissatisfied,2,-10.625
71367,satisfied,7,-11.5625
71368,dissatisfied,2,-11.5625
71369,dissatisfied,3,-12.96875
71370,satisfied,6,-11.5625
71371,dissatisfied,2,-13.59375
71372,satisfied,5,-11.09375
71373,dissatisfied,3,-10.3125
71374,dissatisfied,2,-11.09375
71375,satisfied,7,-11.5625
71376,satisfied,7,-11.5625
71377,satisfied,7,-9.6875
71378,satisfied,5,-11.25
71379,satisfied,1,-10.78125
71380,satisfied,6,-11.5625
71381,satisfied,4,-15.78125
71382,dissatisfied,2,-13.125
71383,dissatisfied,1,-11.40625
71384,satisfied,7,-13.90625
71385,dissatisfied,2,-10.3125
71386,satisfied,5,-11.5625
71387,satisfied,5,-10.3125
71388,dissatisfied,2,-11.5625
71389,satisfied,1,-8.4375
71390,dissatisfied,1,-12.34375
71391,satisfied,1,-11.5625
71392,satisfied,4,-12.34375
71393,dissatisfied,2,-11.5625
71394,dissatisfied,2,-8.28125
71395,dissatisfied,1,-8.59375
71396,satisfied,1,-12.34375
71397,dissatisfied,2,-11.5625
71398,dissatisfied,1,-12.96875
71399,satisfied,2,-11.5625
71400,satisfied,2,-16.5625
71401,dissatisfied,2,-6.40625
71402,satisfied,2,-11.5625
71403,dissatisfied,2,-12.65625
71404,satisfied,2,-11.5625
71405,satisfied,5,-10.46875
71406,satisfied,2,-11.09375
71407,dissatisfied,3,-11.5625
71408,satisfied,3,-12.1875
71409,dissatisfied,1,-8.90625
71410,dissatisfied,1,-11.5625
71411,dissatisfied,2,-10.78125
71412,satisfied,2,-11.5625
71413,dissatisfied,3,-10.78125
71414,dissatisfied,2,-11.09375
71415,dissatisfied,2,-14.6875
71416,dissatisfied,1,-10.46875
71417,satisfied,4,-8.75
71418,satisfied,5,-11.09375
71419,satisfied,1,-12.65625
71420,dissatisfied,3,-11.5625
71421,dissatisfied,2,-11.5625
71422,dissatisfied,2,-13.4375
71423,dissatisfied,1,-9.84375
71424,satisfied,6,-11.5625
71425,satisfied,2,-11.5625
71426,dissatisfied,2,-12.5
71427,dissatisfied,2,-14.6875
71428,satisfied,4,-13.90625
71429,dissatisfied,2,-10.78125
71430,satisfied,2,-11.5625
71431,satisfied,6,-11.5625
71432,dissatisfied,2,-10.3125
71433,satisfied,2,-12.1875
71434,satisfied,7,-12.8125
71435,satisfied,1,-13.28125
71436,satisfied,5,-11.5625
71437,satisfied,4,-11.5625
71438,satisfied,2,-12.96875
71439,satisfied,5,-11.5625
71440,dissatisfied,2,-10.0
71441,dissatisfied,1,-11.5625
71442,satisfied,5,-11.5625
71443,satisfied,7,-13.59375
71444,satisfied,2,-11.5625
71445,satisfied,5,-11.5625
71446,satisfied,1,-12.65625
71447,dissatisfied,2,-11.5625
71448,satisfied,5,-8.75
71449,satisfied,5,-11.5625
71450,satisfied,7,-11.5625
71451,dissatisfied,1,-8.28125
71452,dissatisfied,2,-13.59375
71453,dissatisfied,1,-12.03125
71454,satisfied,1,-11.5625
71455,satisfied,5,-11.5625
71456,satisfied,6,-11.5625
71457,satisfied,6,-5.9375
71458,dissatisfied,1,-11.5625
71459,dissatisfied,2,-14.53125
71460,satisfied,2,-13.28125
71461,satisfied,5,-11.5625
71462,dissatisfied,2,-11.25
71463,satisfied,7,-11.5625
71464,satisfied,5,-9.6875
71465,satisfied,6,-11.5625
71466,satisfied,2,-11.5625
71467,dissatisfied,1,-11.25
71468,dissatisfied,2,-9.53125
71469,dissatisfied,3,-11.5625
71470,dissatisfied,2,-13.90625
71471,satisfied,3,-11.5625
71472,dissatisfied,2,-12.65625
71473,dissatisfied,1,-11.5625
71474,satisfied,2,-10.9375
71475,dissatisfied,2,-11.5625
71476,dissatisfied,2,-11.5625
71477,satisfied,6,-11.09375
71478,dissatisfied,2,-11.5625
71479,dissatisfied,1,-11.5625
71480,dissatisfied,2,-12.8125
71481,dissatisfied,3,-9.21875
71482,satisfied,2,-11.5625
71483,satisfied,7,-13.75
71484,dissatisfied,1,-11.71875
71485,dissatisfied,2,-11.5625
71486,satisfied,7,-11.5625
71487,dissatisfied,2,-8.4375
71488,satisfied,2,-11.5625
71489,satisfied,1,-10.9375
71490,dissatisfied,2,-13.75
71491,satisfied,2,-11.71875
71492,dissatisfied,5,-10.78125
71493,satisfied,5,-11.5625
71494,dissatisfied,3,-12.8125
71495,dissatisfied,2,-13.125
71496,satisfied,6,-12.34375
71497,dissatisfied,2,-11.71875
71498,dissatisfied,2,-11.25
71499,dissatisfied,1,-10.3125
71500,satisfied,4,-11.5625
71501,dissatisfied,2,-5.9375
71502,dissatisfied,2,-11.5625
71503,dissatisfied,1,-11.5625
71504,dissatisfied,1,-15.15625
71505,satisfied,4,-10.46875
71506,dissatisfied,3,-12.8125
71507,satisfied,2,-12.5
71508,dissatisfied,2,-10.46875
71509,dissatisfied,2,-11.5625
71510,satisfied,2,-11.5625
71511,satisfied,2,-9.53125
71512,dissatisfied,2,-11.5625
71513,satisfied,2,-10.3125
71514,satisfied,5,-12.65625
71515,dissatisfied,1,-12.5
71516,satisfied,2,-11.5625
71517,satisfied,7,-12.03125
71518,satisfied,7,-9.375
71519,dissatisfied,3,-11.5625
71520,satisfied,1,-11.5625
71521,dissatisfied,2,-14.375
71522,satisfied,7,-12.5
71523,satisfied,4,-11.5625
71524,satisfied,2,-12.1875
71525,satisfied,7,-11.5625
71526,dissatisfied,2,-10.15625
71527,satisfied,5,-11.5625
71528,dissatisfied,2,-10.46875
71529,dissatisfied,1,-12.8125
71530,satisfied,2,-11.875
71531,satisfied,5,-11.5625
71532,satisfied,2,-11.5625
71533,dissatisfied,2,-11.5625
71534,satisfied,7,-11.71875
71535,dissatisfied,3,-11.5625
71536,dissatisfied,2,-14.84375
71537,dissatisfied,2,-12.03125
71538,satisfied,2,-12.65625
71539,satisfied,2,-14.6875
71540,dissatisfied,1,-13.28125
71541,dissatisfied,2,-9.84375
71542,dissatisfied,3,-7.03125
71543,dissatisfied,3,-12.1875
71544,dissatisfied,2,-12.96875
71545,dissatisfied,2,-7.03125
71546,satisfied,6,-11.5625
71547,dissatisfied,2,-10.78125
71548,dissatisfied,2,-11.5625
71549,satisfied,4,-11.5625
71550,satisfied,7,-11.5625
71551,satisfied,4,-11.5625
71552,dissatisfied,3,-9.21875
71553,dissatisfied,2,-11.5625
71554,dissatisfied,2,-10.15625
71555,dissatisfied,1,-11.40625
71556,dissatisfied,3,-11.5625
71557,satisfied,7,-11.5625
71558,satisfied,5,-9.21875
71559,satisfied,1,-9.53125
71560,satisfied,2,-11.5625
71561,satisfied,2,-13.125
71562,dissatisfied,3,-10.46875
71563,dissatisfied,3,-0.46875
71564,satisfied,2,-11.5625
71565,dissatisfied,1,-13.125
71566,dissatisfied,1,-11.25
71567,dissatisfied,2,-10.0
71568,dissatisfied,1,-11.5625
71569,dissatisfied,3,-11.5625
71570,satisfied,3,-6.875
71571,dissatisfied,1,-12.03125
71572,dissatisfied,2,-11.5625
71573,dissatisfied,3,-11.5625
71574,dissatisfied,2,-11.5625
71575,dissatisfied,2,-3.59375
71576,dissatisfied,3,-8.28125
71577,dissatisfied,1,-10.46875
71578,dissatisfied,2,-10.625
71579,satisfied,3,-13.59375
71580,dissatisfied,1,-12.03125
71581,dissatisfied,2,-12.03125
71582,satisfied,2,-11.09375
71583,dissatisfied,2,-11.09375
71584,satisfied,2,-11.875
71585,dissatisfied,2,-12.03125
71586,satisfied,1,-11.5625
71587,satisfied,7,-11.5625
71588,satisfied,2,-6.71875
71589,dissatisfied,2,-7.65625
71590,dissatisfied,1,-7.03125
71591,satisfied,5,-11.5625
71592,dissatisfied,2,-11.5625
71593,satisfied,1,-11.5625
71594,satisfied,1,-10.78125
71595,dissatisfied,2,-11.5625
71596,satisfied,5,-10.46875
71597,dissatisfied,1,-11.25
71598,satisfied,2,-11.5625
71599,dissatisfied,2,-10.3125
71600,satisfied,5,-11.71875
71601,dissatisfied,1,-11.5625
71602,dissatisfied,3,-11.40625
71603,satisfied,5,-11.5625
71604,dissatisfied,3,-10.46875
71605,dissatisfied,2,-9.0625
71606,satisfied,5,-11.5625
71607,satisfied,5,-11.5625
71608,satisfied,5,-11.71875
71609,dissatisfied,3,-11.5625
71610,dissatisfied,2,-12.34375
71611,dissatisfied,2,-11.25
71612,dissatisfied,2,-11.40625
71613,dissatisfied,2,-10.78125
71614,dissatisfied,2,-12.03125
71615,dissatisfied,1,-11.5625
71616,dissatisfied,2,-8.125
71617,dissatisfied,2,-11.5625
71618,dissatisfied,1,-11.40625
71619,satisfied,6,-11.09375
71620,dissatisfied,2,-10.46875
71621,dissatisfied,2,-11.40625
71622,dissatisfied,2,-9.6875
71623,dissatisfied,2,-14.375
71624,dissatisfied,2,-11.71875
71625,dissatisfied,2,-13.28125
71626,satisfied,2,-11.40625
71627,satisfied,7,-13.125
71628,satisfied,6,-13.125
71629,dissatisfied,2,-11.5625
71630,satisfied,2,-15.46875
71631,dissatisfied,2,-11.25
71632,satisfied,7,-10.9375
71633,dissatisfied,2,-11.09375
71634,dissatisfied,2,-13.125
71635,satisfied,1,-10.625
