Date;Import Country (Source);Exporter;Importer;HS Code;Country of Origin;Country of Destination;Quantity;Qty Unit;Weight;Wgt Unit;Value (US$);Transport Mode;Products
2025-02-28 00:00:00;USA;SUMEC MACHINERY ELECTRIC CO LTD;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;192;PKG;19680;KG;515637,13;MARITIME;GENERATOR
2025-02-28 00:00:00;USA;GUANGZHOU HUIKANG ELECTRONIC TECHNO LOGY CO LTD;CHAI VISION IMPORT LLC;851390;CHINA;UNITED STATES;215;CTN;2506;KG;65659,89;MARITIME;SAUNA
2025-02-27 00:00:00;USA;XUZHOU HEALTHLAND SAUNA EQUIPMENT C WEST OF XUPEI;CHAI VISION IMPORT NJ INC;851390;CHINA;UNITED STATES;57;CTN;3724;KG;97572,8;MARITIME;SAUNA
2025-02-26 00:00:00;USA;ZHEJIANG CAFTP SERVICE CO LTD;AYESPRO LLC;851390;CHINA;UNITED STATES;1049;CTN;9110;KG;238691,78;MARITIME;LIGHTS
2025-02-26 00:00:00;USA;ZHEJIANG TIANZHIXIN SPORTS EQUIPMEN T CO LTD;CHAI VISION IMPORT LLC;851390;CHINA;UNITED STATES;400;CTN;3200;KG;83843,44;MARITIME;SAUNA
2025-02-25 00:00:00;USA;XUZHOU HEALTHLAND SAUNA EQUIPMENT C WEST OF XUPEI;CHAI VISION IMPORT NJ INC;851390;CHINA;UNITED STATES;72;CTN;8024;KG;210237,41;MARITIME;SAUNA
2025-02-25 00:00:00;USA;XUZHOU HEALTHLAND SAUNA EQUIPMENT C WEST OF XUPEI;CHAI VISION IMPORT NJ INC;851390;CHINA;UNITED STATES;72;CTN;8024;KG;210237,41;MARITIME;SAUNA
2025-02-25 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;1;PKG;458;KG;12000,09;MARITIME;SAWMILL
2025-02-24 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;188;CTN;19646;KG;514746,29;MARITIME;GENERATOR
2025-02-24 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;188;CTN;19646;KG;514746,29;MARITIME;GENERATOR
2025-02-24 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;5902;PCS;7608;KG;199337,77;MARITIME;ELECTRIC LAMP
2025-02-24 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;188;CTN;19646;KG;514746,29;MARITIME;GENERATOR
2025-02-24 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;188;CTN;19646;KG;514746,29;MARITIME;GENERATOR
2025-02-24 00:00:00;USA;XIAMEN WISETECH LIGHTING CO LTD;WURTH CANADA LTD;851390;CHINA;UNITED STATES;20;CTN;77;KG;2017,48;MARITIME;LAMP
2025-02-24 00:00:00;USA;SUMEC MACHINERY ELECTRIC CO LTD;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;2440;PKG;131068;KG;3434122,31;MARITIME;GENERATOR
2025-02-22 00:00:00;USA;HESTIA ELECTRIC HUIZHOU CO LTD;IKEA SUPPLY AG;851390;CHINA;UNITED STATES;456;PKG;388;KG;10166,02;MARITIME;LAMP
2025-02-22 00:00:00;USA;GUANGZHOU HUIKANG ELECTRONIC TECHNO LOGY CO LTD;CHAI VISION IMPORT LLC;851390;CHINA;UNITED STATES;95;CTN;1710;KG;44803,84;MARITIME;SAUNA
2025-02-22 00:00:00;USA;FOSHAN FUMEI HEALTH INDUSTRIAL CO L LTD;CHAI VISION IMPORT LLC;851390;CHINA;UNITED STATES;150;CTN;975;KG;25546,05;MARITIME;SAUNA
2025-02-22 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;376;CTN;39292;KG;1029492,58;MARITIME;GENERATOR
2025-02-22 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;600;CTN;7050;KG;184717,57;MARITIME;SAUNA
2025-02-22 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;3555;CTN;75054;KG;1501080;MARITIME;CAR
2025-02-22 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-22 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;384;CTN;38736;KG;774720;MARITIME;GARAGE
2025-02-22 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-22 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;540;CTN;18360;KG;367200;MARITIME;CAR
2025-02-21 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;300;CTN;2042;KG;53502,59;MARITIME;ELECTRIC LAMP
2025-02-21 00:00:00;USA;YANTAI RIMA MACHINERY CO LTD;DENNIS MINTER LLC;851390;CHINA;UNITED STATES;1;PKG;197;KG;5161,61;MARITIME;SAWMILL
2025-02-21 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;187;PCS;20439;KG;462449,76;MARITIME;GENERATOR
2025-02-19 00:00:00;USA;SUMEC MACHINERY ELECTRIC CO LTD;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;940;CTN;116730;KG;3058451,32;MARITIME;GENERATOR
2025-02-19 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;188;CTN;19646;KG;514746,29;MARITIME;GENERATOR
2025-02-19 00:00:00;USA;XUZHOU HEALTHLAND SAUNA EQUIPMENT C WEST OF XUPEI;CHAI VISION IMPORT NJ INC;851390;CHINA;UNITED STATES;109;CTN;8262;KG;216473,27;MARITIME;SAUNA
2025-02-19 00:00:00;USA;XUZHOU HEALTHLAND SAUNA EQUIPMENT C WEST OF XUPEI;CHAI VISION IMPORT NJ INC;851390;CHINA;UNITED STATES;118;CTN;8262;KG;216473,27;MARITIME;SAUNA
2025-02-18 00:00:00;USA;GUANGZHOU HUIKANG ELECTRONIC TECHNO;CHAI VISION IMPORT LLC;851390;CHINA;UNITED STATES;135;CTN;2049;KG;53686;MARITIME;SAUNA
2025-02-17 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;320;CTN;19680;KG;515637,13;MARITIME;GENERATOR
2025-02-17 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;300;CTN;3720;KG;97467,99;MARITIME;LAMP
2025-02-17 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-17 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-17 00:00:00;USA;SUMEC MACHINERY ELECTRIC CO LTD;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;1472;PKG;117112;KG;3068460,13;MARITIME;GENERATOR
2025-02-17 00:00:00;USA;UNKNOWN;CHAROPE INC;851390;CHINA;UNITED STATES;47;CTN;470;KG;12314,5;MARITIME;LAMP
2025-02-17 00:00:00;USA;SUMEC MACHINERY ELECTRIC CO LTD;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;1228;PKG;116662;KG;3056669,64;MARITIME;GENERATOR
2025-02-17 00:00:00;USA;SUMEC MACHINERY ELECTRIC CO LTD;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;816;CTN;57399;KG;1503915,42;MARITIME;GENERATOR
2025-02-17 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-15 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-15 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;188;CTN;19646;KG;514746,29;MARITIME;GENERATOR
2025-02-15 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;65894;KG;1490907,78;MARITIME;GENERATOR
2025-02-15 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-15 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;1276;CTN;116014;KG;3039691,35;MARITIME;GENERATOR
2025-02-15 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;864;PKG;48730;KG;1102557,69;MARITIME;GENERATOR
2025-02-14 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;188;CTN;19646;KG;514746,29;MARITIME;GENERATOR
2025-02-12 00:00:00;USA;GUANGDONG ICECO ENTERPRISE CO LTD;VENUS GROUP;851390;CHINA;UNITED STATES;297;CTN;10705;KG;280482,49;MARITIME;CAR
2025-02-12 00:00:00;USA;DONGGUAN DONGZHUN IMPORT EXPORT ING CO LTD;LXIN TECHNOLOGY USA INC;851390;CHINA;UNITED STATES;253;CTN;6722;KG;176123,62;MARITIME;CAR
2025-02-11 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;576;PCS;61806;KG;1398413,31;MARITIME;GENERATOR
2025-02-11 00:00:00;USA;ZHEJIANG HUAYANG LEISURE PRODUCTS C;EGIANT LLC;851390;CHINA;UNITED STATES;1097;CTN;8790;KG;230307,44;MARITIME;LIGHTS
2025-02-11 00:00:00;USA;SUMEC MACHINERY ELECTRIC CO LTD;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;564;CTN;58938,97;KG;1544264,29;MARITIME;GENERATOR
2025-02-11 00:00:00;USA;ZHEJIANG ERA SOLAR TECHNOLOGY CO;AYESPRO LLC;851390;CHINA;UNITED STATES;890;CTN;10416;KG;272910,38;MARITIME;LIGHTS
2025-02-11 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;576;PCS;61806;KG;1398413,31;MARITIME;GENERATOR
2025-02-11 00:00:00;USA;YANTAI RIMA MACHINERY CO LTD;TANGLEWOOD CAMPGROUND;851390;CHINA;UNITED STATES;1;PKG;458;KG;12000,09;MARITIME;SAWMILL
2025-02-11 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;864;PCS;44080;KG;997347,48;MARITIME;GENERATOR
2025-02-10 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;384;CTN;38736;KG;774720;MARITIME;GARAGE
2025-02-10 00:00:00;USA;XUZHOU HEALTHLAND SAUNA EQUIPMENT C WEST OF XUPEI;CHAI VISION IMPORT NJ INC;851390;CHINA;UNITED STATES;57;CTN;3724;KG;97572,8;MARITIME;SAUNA
2025-02-10 00:00:00;USA;XUZHOU HEALTHLAND SAUNA EQUIPMENT C WEST OF XUPEI;CHAI VISION IMPORT NJ INC;851390;CHINA;UNITED STATES;72;CTN;8024;KG;210237,41;MARITIME;SAUNA
2025-02-08 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;376;CTN;39292;KG;1029492,58;MARITIME;GENERATOR
2025-02-08 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;1128;CTN;117876;KG;3088477,75;MARITIME;GENERATOR
2025-02-08 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;540;CTN;18360;KG;367200;MARITIME;CAR
2025-02-08 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;188;CTN;19646;KG;514746,29;MARITIME;GENERATOR
2025-02-08 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;564;CTN;58938;KG;1544238,87;MARITIME;GENERATOR
2025-02-07 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;1376;PCS;35500;KG;803217,69;MARITIME;GENERATOR
2025-02-07 00:00:00;USA;OKEY LA LIMITED;THE LIGHT GARDEN INC;851390;CHINA;UNITED STATES;439;CTN;2962;KG;77607,58;MARITIME;LAMP
2025-02-07 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;376;CTN;39292;KG;1029492,58;MARITIME;GENERATOR
2025-02-06 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-06 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;1376;PCS;70176;KG;1587791,67;MARITIME;GENERATOR
2025-02-06 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-05 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;864;PCS;48728;KG;1102512,44;MARITIME;GENERATOR
2025-02-04 00:00:00;USA;UNKNOWN;ACCESSORY KING LLC;851390;CHINA;UNITED STATES;90;CTN;1333;KG;34926,03;MARITIME;LIGHTS
2025-02-03 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;571;PCS;51167;KG;1157696,88;MARITIME;GENERATOR
2025-02-03 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;75880;KG;1716849,52;MARITIME;GENERATOR
2025-02-03 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;192;CTN;19368;KG;387360;MARITIME;GARAGE
2025-02-03 00:00:00;USA;TIDA HK INDUSTRIES LIMITED;SOHO HOME LLC;851390;CHINA;UNITED STATES;250;CTN;620;KG;16244,67;MARITIME;LAMP
2025-02-01 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;300;CTN;1800;KG;47161,93;MARITIME;SAUNA
2025-02-01 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;192;CTN;19872;KG;520667,73;MARITIME;GENERATOR
2025-02-01 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-02-01 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;216;CTN;18576;KG;486711,14;MARITIME;GENERATOR
2025-02-01 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;67292;KG;1522538,72;MARITIME;GENERATOR
2025-02-01 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-02-01 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;204;CTN;19788;KG;518466,84;MARITIME;GENERATOR
2025-02-01 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;380;CTN;5730;KG;150132,15;MARITIME;SAUNA
2025-02-01 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-31 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;432;PCS;22040;KG;498673,74;MARITIME;GENERATOR
2025-01-31 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;300;CTN;1800;KG;47161,93;MARITIME;SAUNA
2025-01-31 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;380;CTN;5730;KG;150132,15;MARITIME;SAUNA
2025-01-30 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;1824;PCS;58552;KG;1324788,79;MARITIME;GENERATOR
2025-01-30 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-30 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;384;PCS;37940;KG;858424,76;MARITIME;GENERATOR
2025-01-30 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;571;PCS;61269;KG;1386263,22;MARITIME;GENERATOR
2025-01-30 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;75880;KG;1716849,52;MARITIME;GENERATOR
2025-01-30 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-30 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-30 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-29 00:00:00;USA;YANTAI WEMAX MACHINERY CO LTD;DAVID TAX;851390;CHINA;UNITED STATES;2;PKG;837;KG;21930,3;MARITIME;SAWMILL
2025-01-29 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;853;CTN;2657;KG;69616,25;MARITIME;COMPUTER
2025-01-29 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;188;CTN;19646;KG;514746,29;MARITIME;GENERATOR
2025-01-29 00:00:00;USA;HONGFUCHENG PRECISION ELECTRONICS C;A I C O SYN;851390;CHINA;UNITED STATES;822;CTN;2558;KG;67022,35;MARITIME;COMPUTER
2025-01-29 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;2883;CTN;24502;KG;490040;MARITIME;GARAGE
2025-01-29 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;2;PKG;1190;KG;31179,28;MARITIME;SAWMILL
2025-01-29 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;822;CTN;2558;KG;67022,35;MARITIME;COMPUTER
2025-01-29 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;376;CTN;39292;KG;1029492,58;MARITIME;GENERATOR
2025-01-27 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;368;CTN;19688;KG;515846,74;MARITIME;GENERATOR
2025-01-27 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;79565;KG;1800225,78;MARITIME;GENERATOR
2025-01-27 00:00:00;USA;XUZHOU HEALTHLAND SAUNA EQUIPMENT C WEST OF XUPEI;CHAI VISION IMPORT NJ INC;851390;CHINA;UNITED STATES;115;CTN;8262;KG;216473,27;MARITIME;SAUNA
2025-01-27 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;216;PKG;11027;KG;249495,25;MARITIME;GENERATOR
2025-01-27 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;67292;KG;1522538,72;MARITIME;GENERATOR
2025-01-27 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;79564;KG;1800203,16;MARITIME;GENERATOR
2025-01-27 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;376;CTN;38991;KG;1021606,06;MARITIME;GENERATOR
2025-01-27 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;79564;KG;1800203,16;MARITIME;GENERATOR
2025-01-27 00:00:00;USA;XUZHOU HEALTHLAND SAUNA EQUIPMENT C WEST OF XUPEI;CHAI VISION IMPORT NJ INC;851390;CHINA;UNITED STATES;115;CTN;8262;KG;216473,27;MARITIME;SAUNA
2025-01-25 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;74688;KG;1689879,51;MARITIME;GENERATOR
2025-01-25 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;79565;KG;1800225,78;MARITIME;GENERATOR
2025-01-25 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;79565;KG;1800225,78;MARITIME;GENERATOR
2025-01-25 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;74688;KG;1689879,51;MARITIME;GENERATOR
2025-01-25 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;74688;KG;1689879,51;MARITIME;GENERATOR
2025-01-25 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;74688;KG;1689879,51;MARITIME;GENERATOR
2025-01-25 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PKG;74688;KG;1689879,51;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;67292;KG;1522538,72;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;75880;KG;1716849,52;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;67292;KG;1522538,72;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;576;PCS;61806;KG;1398413,31;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;SUMEC MACHINERY ELECTRIC COMPANY;FIRMAN POWER EQUIPMENT INCORPORATED;851390;CHINA;UNITED STATES;376;CTN;39292;KG;1029492,58;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;65896;KG;1490953,03;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;PCS;67292;KG;1522538,72;MARITIME;GENERATOR
2025-01-24 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;384;PCS;33646;KG;761269,36;MARITIME;GENERATOR
